model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,car_age,is_automatic,is_manual,is_semi_auto,fuelType_grouped,model_encoded,transmission_encoded,fuelType_grouped_encoded,price_class,cluster
X2,2010,59810,Manual,30236,Diesel,109,52.0,2.5,13,0,1,0,Diesel,8,1,0,2,0
X5,2017,40632,Semi-Auto,132440,Diesel,252,54.7,3.0,6,0,0,1,Diesel,11,2,0,1,1
X6,2015,48347,Manual,26839,Diesel,163,52.8,4.0,8,0,1,0,Diesel,12,1,0,1,0
1 Series,2013,52383,Automatic,118537,Petrol,102,37.9,2.5,10,1,0,0,Petrol,0,0,4,2,0
X7,2022,3000,Automatic,112902,Petrol,112,32.3,3.0,1,1,0,0,Petrol,13,0,4,0,1
X3,2021,12301,Manual,102051,Petrol,251,40.1,2.5,2,0,1,0,Petrol,9,1,4,0,1
3 Series,2017,46500,Semi-Auto,8139,Diesel,151,41.4,2.0,6,0,0,1,Diesel,2,2,0,1,1
X6,2012,14107,Semi-Auto,109314,Electric,250,32.5,2.5,11,0,0,1,Electric,12,2,1,0,0
3 Series,2022,34223,Automatic,65262,Diesel,87,41.6,3.0,1,1,0,0,Diesel,2,0,0,1,1
4 Series,2013,36740,Semi-Auto,138776,Petrol,99,24.2,3.0,10,0,0,1,Petrol,3,2,4,1,0
1 Series,2015,43335,Automatic,133959,Diesel,119,29.2,2.5,8,1,0,0,Diesel,0,0,0,1,0
X3,2020,85222,Automatic,12975,Diesel,203,49.8,2.0,3,1,0,0,Diesel,9,0,0,2,1
7 Series,2016,3000,Automatic,132616,Diesel,148,27.3,2.0,7,1,0,0,Diesel,6,0,0,0,0
1 Series,2013,3000,Automatic,85984,Diesel,200,25.6,3.5,10,1,0,0,Diesel,0,0,0,0,0
3 Series,2013,27022,Manual,89366,Diesel,294,31.5,3.0,10,0,1,0,Diesel,2,1,0,1,0
1 Series,2016,52203,Manual,121491,Diesel,2,34.8,3.0,7,0,1,0,Diesel,0,1,0,2,1
5 Series,2015,62580,Manual,51382,Diesel,67,33.1,2.5,8,0,1,0,Diesel,4,1,0,2,0
3 Series,2022,25833,Automatic,24926,Electric,153,35.0,2.5,1,1,0,0,Electric,2,0,1,1,1
X1,2020,15656,Automatic,97538,Diesel,181,25.6,2.0,3,1,0,0,Diesel,7,0,0,0,1
3 Series,2017,38076,Manual,114117,Diesel,12,26.6,2.0,6,0,1,0,Diesel,2,1,0,1,1
3 Series,2010,60485,Automatic,14333,Diesel,188,29.4,2.0,13,1,0,0,Diesel,2,0,0,2,0
X5,2019,81891,Manual,17942,Diesel,19,36.1,6.0,4,0,1,0,Diesel,11,1,0,2,1
1 Series,2022,56309,Automatic,75397,Diesel,282,33.4,3.5,1,1,0,0,Diesel,0,0,0,2,1
6 Series,2020,44185,Automatic,22530,Diesel,9,51.7,3.0,3,1,0,0,Diesel,5,0,0,1,1
2 Series,2016,69629,Automatic,48060,Petrol,187,41.0,2.0,7,1,0,0,Petrol,1,0,4,2,1
X3,2021,10682,Manual,82292,Diesel,18,43.0,2.5,2,0,1,0,Diesel,9,1,0,0,1
X1,2016,15889,Automatic,42104,Diesel,142,42.4,2.5,7,1,0,0,Diesel,7,0,0,0,0
6 Series,2020,45441,Automatic,3634,Diesel,102,36.0,2.5,3,1,0,0,Diesel,5,0,0,1,1
3 Series,2016,49859,Manual,8288,Diesel,240,59.2,2.5,7,0,1,0,Diesel,2,1,0,2,1
1 Series,2016,17131,Automatic,35253,Hybrid,151,21.5,4.4,7,1,0,0,Hybrid,0,0,2,0,0
3 Series,2019,18991,Manual,127628,Diesel,271,28.6,3.0,4,0,1,0,Diesel,2,1,0,0,1
X6,2019,42049,Automatic,28005,Petrol,187,31.4,1.5,4,1,0,0,Petrol,12,0,4,1,1
1 Series,2017,57606,Automatic,50824,Diesel,209,55.3,2.5,6,1,0,0,Diesel,0,0,0,2,1
X1,2018,3000,Manual,78702,Petrol,176,56.8,2.0,5,0,1,0,Petrol,7,1,4,0,1
i8,2018,97341,Automatic,18798,Petrol,193,53.8,2.0,5,1,0,0,Petrol,16,0,4,2,1
2 Series,2011,15277,Automatic,56267,Hybrid,176,36.7,5.0,12,1,0,0,Hybrid,1,0,2,0,0
7 Series,2022,9160,Automatic,135966,Diesel,65,56.6,3.0,1,1,0,0,Diesel,6,0,0,0,1
1 Series,2022,59042,Automatic,4846,Diesel,1,23.9,1.5,1,1,0,0,Diesel,0,0,0,2,1
2 Series,2016,40739,Automatic,64571,Petrol,270,46.1,2.5,7,1,0,0,Petrol,1,0,4,1,1
X1,2016,69351,Automatic,15481,Petrol,59,57.5,2.5,7,1,0,0,Petrol,7,0,4,2,1
1 Series,2013,3000,Manual,125908,Diesel,42,50.2,3.0,10,0,1,0,Diesel,0,1,0,0,0
1 Series,2018,18691,Manual,43154,Petrol,92,31.1,2.5,5,0,1,0,Petrol,0,1,4,0,1
6 Series,2017,3000,Automatic,130447,Diesel,225,48.7,1.5,6,1,0,0,Diesel,5,0,0,0,1
X3,2021,38302,Automatic,9048,Diesel,285,31.8,2.5,2,1,0,0,Diesel,9,0,0,1,1
X6,2010,52317,Automatic,28386,Diesel,62,24.5,2.0,13,1,0,0,Diesel,12,0,0,2,0
4 Series,2011,19287,Automatic,105794,Petrol,279,48.7,2.5,12,1,0,0,Petrol,3,0,4,0,0
X1,2022,39538,Automatic,35713,Petrol,13,27.2,2.0,1,1,0,0,Petrol,7,0,4,1,1
7 Series,2022,3000,Automatic,148863,Diesel,27,24.4,2.0,1,1,0,0,Diesel,6,0,0,0,1
5 Series,2011,3000,Automatic,78481,Diesel,141,42.1,2.0,12,1,0,0,Diesel,4,0,0,0,0
3 Series,2021,37754,Automatic,40899,Petrol,107,44.8,1.5,2,1,0,0,Petrol,2,0,4,1,1
5 Series,2021,3000,Automatic,91217,Petrol,289,22.0,2.0,2,1,0,0,Petrol,4,0,4,0,1
X5,2020,61474,Manual,15975,Diesel,77,20.2,4.0,3,0,1,0,Diesel,11,1,0,2,1
X1,2017,46351,Manual,74247,Diesel,246,55.3,2.5,6,0,1,0,Diesel,7,1,0,1,1
6 Series,2010,27663,Automatic,111295,Diesel,11,24.6,2.5,13,1,0,0,Diesel,5,0,0,1,0
5 Series,2013,25457,Manual,120045,Petrol,183,43.4,2.5,10,0,1,0,Petrol,4,1,4,1,0
X1,2019,26388,Automatic,13105,Diesel,295,58.1,2.0,4,1,0,0,Diesel,7,0,0,1,1
X1,2021,59953,Manual,50645,Diesel,239,40.5,2.5,2,0,1,0,Diesel,7,1,0,2,1
X1,2014,62398,Automatic,131291,Petrol,262,25.6,4.0,9,1,0,0,Petrol,7,0,4,2,0
X3,2018,51544,Manual,31146,Electric,72,35.7,1.5,5,0,1,0,Electric,9,1,1,2,1
3 Series,2016,26754,Automatic,135940,Diesel,67,45.0,4.4,7,1,0,0,Diesel,2,0,0,1,0
7 Series,2017,22213,Automatic,45294,Hybrid,286,50.5,4.0,6,1,0,0,Hybrid,6,0,2,1,1
1 Series,2020,40013,Automatic,76596,Diesel,219,44.3,4.0,3,1,0,0,Diesel,0,0,0,1,1
5 Series,2018,46398,Automatic,137505,Petrol,46,21.4,2.0,5,1,0,0,Petrol,4,0,4,1,1
5 Series,2022,90371,Automatic,23612,Diesel,57,25.7,2.5,1,1,0,0,Diesel,4,0,0,2,1
X3,2016,3000,Automatic,149894,Diesel,23,34.9,3.0,7,1,0,0,Diesel,9,0,0,0,0
X7,2014,64849,Manual,35120,Diesel,289,48.2,1.5,9,0,1,0,Diesel,13,1,0,2,0
X1,2022,25868,Automatic,22294,Diesel,23,43.4,3.0,1,1,0,0,Diesel,7,0,0,1,1
X5,2014,31521,Automatic,85300,Diesel,63,21.8,3.5,9,1,0,0,Diesel,11,0,0,1,0
7 Series,2019,27825,Automatic,83119,Petrol,254,51.9,4.4,4,1,0,0,Petrol,6,0,4,1,1
X1,2020,14731,Semi-Auto,82096,Diesel,147,44.2,2.0,3,0,0,1,Diesel,7,2,0,0,1
1 Series,2015,10191,Manual,136496,Petrol,115,55.5,2.0,8,0,1,0,Petrol,0,1,4,0,0
3 Series,2014,43006,Manual,41615,Petrol,97,36.7,2.0,9,0,1,0,Petrol,2,1,4,1,0
5 Series,2022,84543,Automatic,27863,Diesel,238,39.6,2.0,1,1,0,0,Diesel,4,0,0,2,1
5 Series,2021,103596,Automatic,30469,Petrol,282,36.2,2.5,2,1,0,0,Petrol,4,0,4,2,1
1 Series,2020,47483,Automatic,104101,Petrol,299,48.9,3.5,3,1,0,0,Petrol,0,0,4,1,1
1 Series,2018,67602,Automatic,90446,Petrol,92,50.1,3.0,5,1,0,0,Petrol,0,0,4,2,1
3 Series,2012,48808,Automatic,113613,Diesel,64,48.9,4.4,11,1,0,0,Diesel,2,0,0,1,0
Z4,2012,3000,Automatic,118456,Petrol,173,31.7,2.5,11,1,0,0,Petrol,14,0,4,0,0
3 Series,2016,49717,Automatic,64872,Diesel,234,45.4,3.0,7,1,0,0,Diesel,2,0,0,2,1
5 Series,2016,75052,Automatic,33208,Diesel,166,33.5,3.5,7,1,0,0,Diesel,4,0,0,2,1
3 Series,2015,5571,Automatic,52998,Petrol,236,53.4,4.0,8,1,0,0,Petrol,2,0,4,0,0
X1,2012,28250,Manual,57994,Diesel,6,22.2,4.0,11,0,1,0,Diesel,7,1,0,1,0
3 Series,2022,77588,Automatic,60895,Petrol,42,21.5,2.5,1,1,0,0,Petrol,2,0,4,2,1
3 Series,2016,53208,Manual,33894,Diesel,275,24.1,4.4,7,0,1,0,Diesel,2,1,0,2,1
7 Series,2014,92466,Automatic,22990,Petrol,152,28.1,2.5,9,1,0,0,Petrol,6,0,4,2,0
1 Series,2016,33259,Automatic,74230,Petrol,42,21.5,4.4,7,1,0,0,Petrol,0,0,4,1,1
1 Series,2011,14514,Automatic,37087,Petrol,212,22.9,3.5,12,1,0,0,Petrol,0,0,4,0,0
3 Series,2015,82649,Manual,9673,Petrol,200,32.2,2.0,8,0,1,0,Petrol,2,1,4,2,1
1 Series,2017,76655,Automatic,33187,Diesel,154,24.0,4.4,6,1,0,0,Diesel,0,0,0,2,1
1 Series,2010,36312,Manual,24553,Petrol,219,52.1,2.0,13,0,1,0,Petrol,0,1,4,1,0
3 Series,2013,39616,Automatic,44780,Petrol,152,22.2,4.4,10,1,0,0,Petrol,2,0,4,1,0
X6,2020,3000,Automatic,105794,Petrol,35,56.3,3.0,3,1,0,0,Petrol,12,0,4,0,1
X1,2010,4058,Manual,83158,Electric,225,54.8,3.0,13,0,1,0,Electric,7,1,1,0,0
7 Series,2010,24141,Automatic,2420,Diesel,120,28.3,2.0,13,1,0,0,Diesel,6,0,0,1,0
3 Series,2019,12221,Manual,45310,Petrol,8,22.9,1.5,4,0,1,0,Petrol,2,1,4,0,1
X4,2021,53686,Automatic,44953,Petrol,180,24.2,5.0,2,1,0,0,Petrol,10,0,4,2,1
5 Series,2020,93931,Automatic,5987,Diesel,20,42.4,2.5,3,1,0,0,Diesel,4,0,0,2,1
1 Series,2017,22699,Manual,33456,Petrol,271,44.0,3.5,6,0,1,0,Petrol,0,1,4,1,1
X1,2016,19639,Semi-Auto,119763,Other,193,32.6,3.0,7,0,0,1,Other,7,2,3,0,0
1 Series,2021,71178,Automatic,86398,Petrol,25,31.9,3.0,2,1,0,0,Petrol,0,0,4,2,1
3 Series,2019,5397,Manual,118183,Petrol,284,41.3,3.0,4,0,1,0,Petrol,2,1,4,0,1
7 Series,2022,45969,Automatic,90782,Diesel,97,32.2,1.5,1,1,0,0,Diesel,6,0,0,1,1
4 Series,2010,3000,Manual,123740,Diesel,218,57.4,2.5,13,0,1,0,Diesel,3,1,0,0,0
5 Series,2020,48244,Automatic,30681,Other,272,35.3,3.0,3,1,0,0,Other,4,0,3,1,1
X3,2022,87050,Automatic,9323,Diesel,287,28.8,4.0,1,1,0,0,Diesel,9,0,0,2,1
i8,2011,6227,Automatic,68393,Diesel,65,25.8,3.0,12,1,0,0,Diesel,16,0,0,0,0
1 Series,2013,3000,Automatic,97123,Diesel,110,45.3,2.0,10,1,0,0,Diesel,0,0,0,0,0
3 Series,2010,3000,Automatic,92354,Diesel,211,33.1,6.0,13,1,0,0,Diesel,2,0,0,0,0
5 Series,2012,3000,Automatic,99808,Diesel,170,27.6,3.0,11,1,0,0,Diesel,4,0,0,0,0
5 Series,2017,50111,Automatic,9484,Petrol,58,31.0,2.5,6,1,0,0,Petrol,4,0,4,2,1
5 Series,2017,55912,Semi-Auto,71459,Petrol,29,32.3,3.5,6,0,0,1,Petrol,4,2,4,2,1
6 Series,2017,3000,Automatic,128162,Petrol,266,45.0,3.0,6,1,0,0,Petrol,5,0,4,0,1
X3,2015,70059,Automatic,82456,Diesel,153,27.0,3.0,8,1,0,0,Diesel,9,0,0,2,0
X1,2015,48759,Automatic,55890,Petrol,1,49.3,3.0,8,1,0,0,Petrol,7,0,4,1,0
3 Series,2014,76546,Semi-Auto,14319,Petrol,168,32.2,2.0,9,0,0,1,Petrol,2,2,4,2,0
X6,2022,32327,Automatic,108697,Diesel,213,39.5,2.5,1,1,0,0,Diesel,12,0,0,1,1
X7,2018,38697,Automatic,127193,Petrol,250,46.2,2.0,5,1,0,0,Petrol,13,0,4,1,1
X6,2013,28890,Automatic,60432,Diesel,30,41.7,3.0,10,1,0,0,Diesel,12,0,0,1,0
1 Series,2019,55463,Automatic,138972,Diesel,182,46.5,2.0,4,1,0,0,Diesel,0,0,0,2,1
X1,2021,11904,Automatic,68696,Diesel,188,32.9,2.0,2,1,0,0,Diesel,7,0,0,0,1
1 Series,2021,35546,Automatic,148308,Petrol,212,58.5,3.5,2,1,0,0,Petrol,0,0,4,1,1
3 Series,2021,43777,Automatic,57485,Diesel,126,38.4,2.5,2,1,0,0,Diesel,2,0,0,1,1
1 Series,2016,3000,Automatic,123359,Diesel,291,32.9,3.0,7,1,0,0,Diesel,0,0,0,0,0
X1,2010,42827,Automatic,138293,Diesel,295,31.9,2.5,13,1,0,0,Diesel,7,0,0,1,0
X3,2018,83785,Automatic,26294,Petrol,22,21.7,2.5,5,1,0,0,Petrol,9,0,4,2,1
1 Series,2016,44210,Automatic,142110,Petrol,17,47.4,2.5,7,1,0,0,Petrol,0,0,4,1,1
5 Series,2019,73658,Semi-Auto,9255,Diesel,78,30.5,3.5,4,0,0,1,Diesel,4,2,0,2,1
5 Series,2021,3944,Manual,110429,Petrol,33,58.4,2.0,2,0,1,0,Petrol,4,1,4,0,1
5 Series,2018,17460,Automatic,88464,Diesel,106,28.4,2.5,5,1,0,0,Diesel,4,0,0,0,1
1 Series,2016,3000,Automatic,132444,Diesel,198,41.2,2.0,7,1,0,0,Diesel,0,0,0,0,0
5 Series,2011,20892,Automatic,113848,Diesel,190,49.4,2.5,12,1,0,0,Diesel,4,0,0,0,0
X5,2015,71102,Automatic,24855,Hybrid,231,54.8,4.0,8,1,0,0,Hybrid,11,0,2,2,1
1 Series,2019,40749,Automatic,35758,Petrol,61,26.3,3.5,4,1,0,0,Petrol,0,0,4,1,1
1 Series,2021,3000,Automatic,141679,Petrol,41,59.4,2.5,2,1,0,0,Petrol,0,0,4,0,1
5 Series,2020,47603,Semi-Auto,106094,Diesel,23,56.3,2.0,3,0,0,1,Diesel,4,2,0,1,1
X4,2013,41196,Manual,75089,Petrol,162,58.5,2.5,10,0,1,0,Petrol,10,1,4,1,0
X3,2012,21187,Automatic,6383,Diesel,182,54.1,3.5,11,1,0,0,Diesel,9,0,0,0,0
X3,2011,3000,Automatic,61112,Other,94,55.1,1.5,12,1,0,0,Other,9,0,3,0,0
5 Series,2015,16894,Semi-Auto,132787,Diesel,82,44.0,3.0,8,0,0,1,Diesel,4,2,0,0,0
X1,2017,5515,Semi-Auto,141909,Diesel,92,53.8,3.0,6,0,0,1,Diesel,7,2,0,0,1
1 Series,2015,53938,Semi-Auto,80486,Diesel,277,41.4,1.5,8,0,0,1,Diesel,0,2,0,2,0
X1,2018,58198,Automatic,74528,Petrol,104,41.5,3.0,5,1,0,0,Petrol,7,0,4,2,1
X2,2014,41056,Automatic,100354,Diesel,84,42.5,2.0,9,1,0,0,Diesel,8,0,0,1,0
X1,2011,3000,Automatic,71278,Diesel,60,59.9,2.0,12,1,0,0,Diesel,7,0,0,0,0
4 Series,2017,36126,Automatic,14369,Petrol,207,24.2,2.5,6,1,0,0,Petrol,3,0,4,1,1
X3,2018,22154,Automatic,61428,Petrol,157,52.2,2.0,5,1,0,0,Petrol,9,0,4,1,1
1 Series,2019,58541,Automatic,137116,Diesel,68,30.9,3.5,4,1,0,0,Diesel,0,0,0,2,1
6 Series,2013,34815,Manual,66123,Diesel,261,34.4,3.0,10,0,1,0,Diesel,5,1,0,1,0
1 Series,2015,13668,Manual,91914,Diesel,233,23.2,6.0,8,0,1,0,Diesel,0,1,0,0,0
7 Series,2020,12164,Automatic,139333,Petrol,138,34.1,2.5,3,1,0,0,Petrol,6,0,4,0,1
1 Series,2019,27717,Manual,19064,Petrol,279,59.6,1.5,4,0,1,0,Petrol,0,1,4,1,1
1 Series,2017,94786,Automatic,14690,Hybrid,230,35.9,2.5,6,1,0,0,Hybrid,0,0,2,2,1
5 Series,2018,28014,Manual,134129,Diesel,50,46.8,3.5,5,0,1,0,Diesel,4,1,0,1,1
3 Series,2021,70602,Automatic,102025,Diesel,238,24.8,2.5,2,1,0,0,Diesel,2,0,0,2,1
5 Series,2014,29439,Automatic,101867,Hybrid,18,56.9,2.5,9,1,0,0,Hybrid,4,0,2,1,0
X1,2021,69495,Automatic,15559,Diesel,177,53.1,2.5,2,1,0,0,Diesel,7,0,0,2,1
1 Series,2015,3000,Automatic,145764,Diesel,208,35.5,2.0,8,1,0,0,Diesel,0,0,0,0,0
1 Series,2020,29358,Automatic,49429,Petrol,130,33.9,1.5,3,1,0,0,Petrol,0,0,4,1,1
X1,2013,80291,Automatic,17972,Petrol,230,37.3,2.0,10,1,0,0,Petrol,7,0,4,2,0
3 Series,2014,46855,Semi-Auto,42530,Diesel,91,36.1,2.5,9,0,0,1,Diesel,2,2,0,1,0
X3,2016,10437,Automatic,124297,Petrol,30,30.3,2.0,7,1,0,0,Petrol,9,0,4,0,0
X3,2018,36721,Automatic,2365,Diesel,248,59.6,3.0,5,1,0,0,Diesel,9,0,0,1,1
2 Series,2019,19024,Automatic,50683,Petrol,123,52.4,3.0,4,1,0,0,Petrol,1,0,4,0,1
X3,2020,3000,Automatic,95356,Petrol,135,30.7,3.0,3,1,0,0,Petrol,9,0,4,0,1
5 Series,2022,52413,Automatic,130406,Diesel,272,59.3,1.5,1,1,0,0,Diesel,4,0,0,2,1
X3,2015,8581,Manual,59896,Petrol,99,20.6,3.0,8,0,1,0,Petrol,9,1,4,0,0
3 Series,2015,16563,Automatic,100339,Diesel,218,37.5,2.5,8,1,0,0,Diesel,2,0,0,0,0
3 Series,2017,36199,Automatic,138794,Petrol,103,42.8,4.0,6,1,0,0,Petrol,2,0,4,1,1
X5,2020,65834,Manual,21100,Diesel,96,21.5,2.5,3,0,1,0,Diesel,11,1,0,2,1
5 Series,2013,19382,Automatic,121763,Petrol,202,26.4,1.5,10,1,0,0,Petrol,4,0,4,0,0
X6,2012,3000,Automatic,149532,Petrol,20,30.3,1.5,11,1,0,0,Petrol,12,0,4,0,0
X6,2016,69937,Manual,62645,Petrol,197,48.8,3.0,7,0,1,0,Petrol,12,1,4,2,1
2 Series,2014,3000,Automatic,70551,Hybrid,111,57.6,2.5,9,1,0,0,Hybrid,1,0,2,0,0
X2,2011,13423,Automatic,5840,Petrol,148,45.0,2.0,12,1,0,0,Petrol,8,0,4,0,0
5 Series,2011,32086,Semi-Auto,87069,Diesel,242,42.5,2.5,12,0,0,1,Diesel,4,2,0,1,0
3 Series,2020,3000,Automatic,86990,Petrol,182,41.5,1.5,3,1,0,0,Petrol,2,0,4,0,1
X1,2015,39773,Automatic,49105,Petrol,283,34.0,2.5,8,1,0,0,Petrol,7,0,4,1,0
5 Series,2017,56716,Semi-Auto,6699,Diesel,299,53.1,2.5,6,0,0,1,Diesel,4,2,0,2,1
X1,2010,27304,Automatic,137994,Diesel,88,41.6,3.5,13,1,0,0,Diesel,7,0,0,1,0
X3,2020,13451,Automatic,88200,Diesel,221,29.2,2.0,3,1,0,0,Diesel,9,0,0,0,1
X3,2015,32169,Manual,98806,Petrol,247,25.5,3.5,8,0,1,0,Petrol,9,1,4,1,0
5 Series,2021,3000,Manual,146934,Petrol,176,59.4,2.5,2,0,1,0,Petrol,4,1,4,0,1
3 Series,2011,3000,Automatic,145670,Diesel,117,20.7,1.5,12,1,0,0,Diesel,2,0,0,0,0
5 Series,2011,30154,Automatic,127473,Diesel,173,57.3,5.0,12,1,0,0,Diesel,4,0,0,1,0
1 Series,2016,55034,Manual,3822,Petrol,218,28.7,3.0,7,0,1,0,Petrol,0,1,4,2,1
6 Series,2019,28286,Manual,91585,Hybrid,217,46.3,2.0,4,0,1,0,Hybrid,5,1,2,1,1
3 Series,2010,3000,Automatic,88420,Petrol,76,32.1,3.0,13,1,0,0,Petrol,2,0,4,0,0
3 Series,2015,16877,Automatic,14052,Diesel,87,54.4,4.0,8,1,0,0,Diesel,2,0,0,0,0
1 Series,2016,3000,Automatic,84574,Petrol,77,41.7,4.4,7,1,0,0,Petrol,0,0,4,0,0
X1,2017,13023,Manual,131171,Diesel,200,25.6,3.0,6,0,1,0,Diesel,7,1,0,0,1
X1,2016,32665,Manual,120879,Petrol,63,30.8,3.0,7,0,1,0,Petrol,7,1,4,1,0
3 Series,2015,3000,Semi-Auto,145341,Petrol,3,32.8,2.0,8,0,0,1,Petrol,2,2,4,0,0
1 Series,2018,76616,Manual,17551,Electric,82,55.4,6.0,5,0,1,0,Electric,0,1,1,2,1
5 Series,2022,28411,Automatic,70915,Diesel,192,50.7,2.0,1,1,0,0,Diesel,4,0,0,1,1
3 Series,2012,83768,Automatic,8661,Diesel,5,53.2,1.5,11,1,0,0,Diesel,2,0,0,2,0
X3,2020,47899,Manual,73503,Petrol,192,22.1,5.0,3,0,1,0,Petrol,9,1,4,1,1
X1,2015,8135,Manual,96406,Hybrid,216,43.2,2.0,8,0,1,0,Hybrid,7,1,2,0,0
5 Series,2013,10604,Automatic,86930,Diesel,21,60.0,2.5,10,1,0,0,Diesel,4,0,0,0,0
3 Series,2011,3000,Automatic,145603,Diesel,144,51.4,2.5,12,1,0,0,Diesel,2,0,0,0,0
i3,2010,10419,Semi-Auto,125534,Petrol,284,24.8,3.5,13,0,0,1,Petrol,15,2,4,0,0
5 Series,2021,51089,Automatic,132904,Petrol,144,47.2,2.5,2,1,0,0,Petrol,4,0,4,2,1
X3,2021,3000,Automatic,142257,Other,1,49.8,2.5,2,1,0,0,Other,9,0,3,0,1
1 Series,2010,3000,Automatic,135564,Diesel,287,40.6,1.5,13,1,0,0,Diesel,0,0,0,0,0
5 Series,2020,50145,Automatic,59859,Diesel,224,23.2,2.0,3,1,0,0,Diesel,4,0,0,2,1
1 Series,2019,28921,Automatic,45630,Petrol,213,21.4,3.5,4,1,0,0,Petrol,0,0,4,1,1
7 Series,2012,75507,Manual,2076,Diesel,165,57.5,2.5,11,0,1,0,Diesel,6,1,0,2,0
X7,2013,3000,Automatic,114868,Diesel,140,30.3,2.0,10,1,0,0,Diesel,13,0,0,0,0
5 Series,2011,30643,Automatic,99343,Diesel,63,35.2,2.5,12,1,0,0,Diesel,4,0,0,1,0
1 Series,2022,76058,Automatic,64705,Diesel,211,51.8,2.0,1,1,0,0,Diesel,0,0,0,2,1
1 Series,2021,3000,Manual,115870,Petrol,288,47.6,3.0,2,0,1,0,Petrol,0,1,4,0,1
5 Series,2020,54878,Semi-Auto,96395,Petrol,97,58.7,1.5,3,0,0,1,Petrol,4,2,4,2,1
3 Series,2020,43197,Manual,104800,Petrol,165,23.7,2.0,3,0,1,0,Petrol,2,1,4,1,1
1 Series,2020,14688,Semi-Auto,46760,Diesel,125,48.3,2.5,3,0,0,1,Diesel,0,2,0,0,1
X5,2010,16994,Automatic,124476,Diesel,156,23.3,4.4,13,1,0,0,Diesel,11,0,0,0,0
5 Series,2013,14222,Automatic,36276,Petrol,249,20.0,3.0,10,1,0,0,Petrol,4,0,4,0,0
3 Series,2016,23379,Automatic,62913,Diesel,60,24.8,2.5,7,1,0,0,Diesel,2,0,0,1,0
6 Series,2019,77679,Automatic,74608,Diesel,31,44.7,2.0,4,1,0,0,Diesel,5,0,0,2,1
1 Series,2020,80487,Manual,14348,Petrol,273,47.0,3.0,3,0,1,0,Petrol,0,1,4,2,1
X7,2015,21406,Automatic,47678,Diesel,20,37.5,4.4,8,1,0,0,Diesel,13,0,0,0,0
3 Series,2015,38220,Semi-Auto,146024,Electric,11,21.8,3.0,8,0,0,1,Electric,2,2,1,1,0
4 Series,2020,14002,Automatic,115369,Petrol,243,45.4,2.0,3,1,0,0,Petrol,3,0,4,0,1
X1,2018,49887,Automatic,1318,Petrol,102,23.4,6.0,5,1,0,0,Petrol,7,0,4,2,1
X6,2011,52233,Automatic,78354,Petrol,275,25.7,2.5,12,1,0,0,Petrol,12,0,4,2,0
i3,2013,69844,Automatic,27011,Diesel,6,40.5,2.5,10,1,0,0,Diesel,15,0,0,2,0
3 Series,2014,84377,Automatic,19787,Petrol,129,33.6,2.5,9,1,0,0,Petrol,2,0,4,2,0
X7,2010,3000,Automatic,113286,Diesel,298,38.6,2.0,13,1,0,0,Diesel,13,0,0,0,0
5 Series,2017,3000,Automatic,110160,Diesel,96,45.4,1.5,6,1,0,0,Diesel,4,0,0,0,1
5 Series,2017,44810,Automatic,144588,Diesel,276,26.4,4.0,6,1,0,0,Diesel,4,0,0,1,1
3 Series,2015,26443,Automatic,100032,Diesel,284,55.7,2.5,8,1,0,0,Diesel,2,0,0,1,0
7 Series,2021,3000,Automatic,103305,Electric,287,42.4,3.5,2,1,0,0,Electric,6,0,1,0,1
3 Series,2014,90075,Automatic,9752,Petrol,172,20.9,5.0,9,1,0,0,Petrol,2,0,4,2,0
X1,2017,3000,Automatic,125345,Petrol,204,45.1,3.0,6,1,0,0,Petrol,7,0,4,0,1
7 Series,2012,4355,Automatic,81506,Petrol,102,38.5,3.0,11,1,0,0,Petrol,6,0,4,0,0
X5,2012,11072,Automatic,111382,Diesel,112,48.1,4.4,11,1,0,0,Diesel,11,0,0,0,0
2 Series,2011,24637,Automatic,99328,Diesel,130,51.4,2.5,12,1,0,0,Diesel,1,0,0,1,0
5 Series,2014,22453,Automatic,149610,Electric,38,57.6,2.5,9,1,0,0,Electric,4,0,1,1,0
3 Series,2012,24050,Automatic,13657,Diesel,7,59.9,4.4,11,1,0,0,Diesel,2,0,0,1,0
3 Series,2012,10448,Automatic,149915,Petrol,45,42.0,1.5,11,1,0,0,Petrol,2,0,4,0,0
3 Series,2015,9370,Automatic,82119,Diesel,193,42.5,2.0,8,1,0,0,Diesel,2,0,0,0,0
1 Series,2017,24719,Manual,22491,Petrol,5,20.9,2.5,6,0,1,0,Petrol,0,1,4,1,1
3 Series,2011,55038,Automatic,104010,Petrol,57,54.6,3.5,12,1,0,0,Petrol,2,0,4,2,0
3 Series,2013,3000,Automatic,129801,Diesel,168,21.1,4.4,10,1,0,0,Diesel,2,0,0,0,0
X7,2020,51869,Manual,43180,Electric,121,45.3,2.5,3,0,1,0,Electric,13,1,1,2,1
X1,2016,78177,Automatic,19540,Petrol,248,23.9,2.0,7,1,0,0,Petrol,7,0,4,2,1
3 Series,2010,15239,Manual,8943,Diesel,206,31.4,2.5,13,0,1,0,Diesel,2,1,0,0,0
X1,2010,24031,Automatic,121730,Diesel,114,25.6,3.0,13,1,0,0,Diesel,7,0,0,1,0
1 Series,2021,40978,Automatic,9911,Petrol,238,25.5,2.0,2,1,0,0,Petrol,0,0,4,1,1
